Joueur;Poste;Cote;Var cote;Cote prédite;Enchère moy;% achat;% achat tour 1;Q2 Toutes tailles;Q3 Toutes tailles;Q2 à 6 joueurs;Q3 à 6 joueurs;Q2 à 8 joueurs;Q3 à 8 joueurs;Q2 à 10 joueurs;Q3 à 10 joueurs;Note;Note série;Note 1 an;Note M11;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;j18;j17;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Tirs;Tirs cadrés;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;Poss Def;Poss Mil;Centres;Centres ratés;Dégagements;But concédé;Ballon perdu;Passe>Tir;Passe perfo;Dépossédé;Plonge&stop;Nb matchs gagnés;Erreur>But;Diff de buts;Grosse occas manquée;Balle non rattrapée;Bonus moy;Malus moy;Index MPGStats;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Radonjic Nemanja;MO;5;-4;;9;42,86;19,05;9;9;16;16;9;10;9;9;5,44;0;5,24;422;9;0;23;1,13;0;1;3;0;3;0,44;0;0,57;358;0;1119;39,78;0;48,65;119;373;6,5;1,67;0;0;0;0;4,5;5;0;0;0;5;5;5,5;8;6,5;4,5;5;0;0;0;0;0;0;0;5;6,5;5,5;6;3,5;7;5;4,5;4,5;5;0;4;0;5;5;1;;;1;;;12;9;5;0,5858;143;;1;40,54;1;;;4;7;11;9;;3;49;3;3;3;;1;;;1;13;102,67;-42,89;2,14;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Raspadori Giacomo;A;12;-2;;23;95,24;61,9;21;30;18;20;19;30;30;32;5,44;5,44;5,19;459,31;16;16;31;1,15;1,15;0,94;3;3;4;0,5;0,5;0,35;843;843;1227;52,69;52,69;39,58;281;307;6;4;4,5;5;5;5;4,5;7,5;7;7,5;4;5,5;4;5,5;6,5;4,5;5;6;5,5;5;5;5;5;0;6;6;4,5;4,5;4,5;0;0;0;0;0;5;0;4,5;0;4;5;3,5;;1;1;2;4;42;30;13;0,8384;514;4;7;48,15;6;;;6;19;16;14;3;9;111;18;18;11;;3;;9;3;22;109,53;-40,8;4,82;4,5;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
Martínez Lucas;DC;15;2;;17;90,48;57,14;16;20;16;18;16;16;23;24;5,39;5,5;5,38;521,71;14;13;28;0,94;0,89;0,91;3;3;3;0,93;0,92;0,93;1179;1089;2304;84,21;83,77;82,29;393;768;6;5;5,5;6,5;5,5;5;5;4,5;4,5;4;6;6,5;5,5;7;6;0;4;0;6;6;5,5;0;0;4;0;3,5;5;5,5;5;0;6;5;6,5;6;0;4,5;0;0;0;0;7;;;;;;11;9;3;0,8141;942;19;26;57,75;16;;;32;37;2;1;32;9;158;4;4;3;;3;;8;;7;188,82;-147,21;-13,76;5;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Belotti Andrea;A;9;-3;;28;80,95;4,76;28;28;28;28;45;45;14;16;5,36;4,5;4,9;419,73;11;1;30;1,14;0;0,83;3;0;3;0,45;1;0,47;565;90;1338;51,36;90;44,6;188;446;6,5;3;4,5;0;0;0;0;4,5;5;5;6,5;0;4;5;7;4,5;5,5;7,5;4,5;4,5;5;4,5;4;0;4,5;5;6;0;4,5;5;0;4,5;4,5;4;4,5;4,5;5;4,5;4,5;4,5;1;;;;2;2;15;13;6;0,6856;241;1;4;51,61;9;;;5;5;4;3;3;9;65;7;7;11;;-1;;4;3;19;99,45;-36,14;7,2;5;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Zito Luvumbo;A;13;-1;;17;90,48;14,29;15;18;22;25;18;20;20;20;5,2;5,28;5,2;454,4;15;9;15;0,68;0,67;0,68;3;1;3;0,67;0,56;0,67;1024;547;1024;68,27;60,78;68,27;341;341;6;4,33;5,5;6;5;5;4,5;4,5;5,5;6,5;5;0;6;5;4,5;6;4,5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;2;5;29;19;11;0,7803;405;;3;40;14;;;10;12;38;22;;18;126;16;16;22;;-5;;-10;1;42;119,35;-70,01;4,29;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Thorstvedt Kristian;MO;12;-1;;18;80,95;61,9;18;18;12;12;18;18;16;16;5,12;5,06;5,03;441,85;13;8;29;0,79;1,02;0,63;3;3;4;0,69;0,88;0,41;802;613;1132;61,69;76,63;39,03;267;283;6;4;5;4,5;5;5;7;6;4;4;0;5;0;0;5,5;5,5;5;5;0;5;4,5;5;5;5;0;5;0;4,5;5;6;0;5;6;5;0;4,5;4,5;0;5;0;1;;;;;;18;10;2;0,7791;491;6;1;43,56;14;;;12;18;4;3;9;16;115;17;17;12;;-6;;-9;;14;115;-86,08;-4,83;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Retegui Mateo;A;9;-1;;15;85,71;23,81;12;13;26;35;12;13;35;38;4,95;0;4,95;397;10;0;10;1,21;0;1,21;3;0;3;1;0;1;795;0;795;79,5;0;79,5;265;265;6;3;0;3,5;4,5;0;0;0;5;0;0;5;7;4,5;6;4;6,5;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;1;;19;11;4;0,6768;248;;4;42,35;10;;;2;12;6;5;4;10;87;4;4;7;;-1;;-1;2;24;92,32;-51,19;7,55;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Okafor Noah;A;11;2;;11;52,38;9,52;11;11;11;11;11;11;11;11;4,83;6;4,83;422,08;12;1;12;1,01;0;1,01;3;1;3;0,17;0;0,17;379;13;379;31,58;13;31,58;126;126;6;3,67;6;0;0;0;4,5;3,5;4,5;0;5;6;7;4,5;4,5;4,5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;9;6;1;0,6115;137;;;34,78;6;;;3;8;7;7;5;5;50;1;1;11;;6;;10;1;12;51,88;-24,84;5,36;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Djuric Milan;A;12;3;;12;57,14;9,52;12;12;12;12;12;12;12;12;4,77;4,95;4,86;434,13;15;10;32;0,98;1,17;0,84;3;3;4;0,6;0,8;0,66;850;699;1937;56,67;69,9;60,53;283;484;5,5;4;3;4,5;5,5;7;4,5;5;4;5;6,5;4,5;0;4,5;4,5;4,5;4;4,5;4;5;4,5;4,5;6;4,5;5;4,5;4,5;4,5;0;4,5;4,5;0;0;0;0;0;5;6;4,5;6;0,5;1;;;1;1;16;11;2;0,5273;322;1;;64,07;16;;;4;10;1;1;8;16;137;11;11;6;;-6;;-9;2;15;69,55;-45,06;5,62;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Colombo Lorenzo;A;9;-1;;17;90,48;38,1;16;19;10;12;16;18;22;22;4,75;4,75;4,56;484,21;14;14;34;1,27;1,27;1;3;3;5;0,86;0,86;0,74;970;970;2020;69,29;69,29;59,41;323;404;5,5;3;4;4;4;4;4;8;5;4;4;7;4,5;4,5;5,5;4;0;0;3,5;5,5;4,5;4,5;4,5;4,5;5;0;5;0;3,5;4,5;4;0;4;4;4,5;4;4,5;3;5;4;6;;;1;1;;32;18;7;0,7002;381;;10;37,59;14;;;4;16;2;1;9;7;133;6;6;25;;;;-1;3;49;85,6;-50,71;4,22;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Caputo Francesco;A;11;0;;17;85,71;38,1;16;18;11;11;16;18;30;30;4,65;0;4,88;414,85;13;0;34;1,07;0;1,07;3;0;8;0,92;0;0,94;958;0;2677;73,69;0;78,74;319;335;5,5;3,67;0;4,5;5;5,5;5;6;3;7;4,5;4;0;0;4,5;3,5;4;4;0;0;7,5;4;6,5;5;4;3,5;4;4;6;5,5;4;4;4,5;5,5;6;4;6;5;5;6;3;1;;;;2;20;13;3;0,772;254;;;40;7;;;5;5;1;1;2;17;70;7;7;10;;-6;;-17;2;16;64,27;-44,45;6,38;6;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Piccoli Roberto;A;13;3;;;23,81;;13;13;13;13;13;13;13;13;4,59;4,59;4,53;419,88;16;16;32;0,76;0,76;0,75;3;3;5;0,13;0,13;0,25;394;394;939;24,63;24,63;29,34;131;188;5,5;4,33;6,5;4,5;5,5;4;4;4,5;4;6;4;4,5;4,5;4,5;4,5;4,5;4;4;4;4,5;6,5;6;0;0;4,5;0;3,5;4;4,5;0;0;4,5;4;4,5;4,5;4;4;0;4,5;4;1;1;;;;;15;7;4;0,6243;171;1;5;33,7;12;;;2;7;2;2;3;6;63;1;1;15;;-3;;-6;2;14;43,93;-26,81;4,54;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Mkhitaryan Henrikh;MO;22;2;;36;80,95;61,9;32;42;36;39;34;45;31;38;6,28;6,28;5,83;494;16;16;35;1,17;1,17;1,09;2;2;4;0,94;0,94;0,91;1262;1262;2594;78,88;78,88;74,11;631;649;7;11;6;8;6,5;4,5;6,5;6,5;6;7;5;5,5;4,5;6;9;7;6;6,5;0;0;0;5,5;5;7;5;0;4,5;5,5;5;4,5;5;7;4;7;6;5,5;6;4,5;5,5;5;10;;;;4;2;17;9;5;0,8643;897;20;20;59,63;15;;;33;47;13;9;14;6;122;20;20;5;;12;;32;3;14;237,94;-86,87;-5,91;7;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Rabiot Adrien;MD;22;0;;39;90,48;71,43;40;44;39;41;36;44;41;44;6,25;0;5,84;458,5;14;0;35;0,89;0;1,05;2;0;7;1;0;0,97;1260;0;3076;90;0;87,89;630;439;6;11;0;5,5;8;5,5;0;5,5;5,5;6,5;6,5;6;7;5,5;7;6,5;5;7,5;5,5;5,5;4,5;5,5;6;0;5,5;4;5,5;6;0;7;7;4,5;6,5;5,5;7;7;4,5;4;3,5;6,5;8,5;;;;3;4;20;12;8;0,8561;767;15;20;59,51;21;;;28;44;15;10;14;8;118;14;14;7;;9;;13;1;26;248,61;-106;-8,76;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Oudin Remi;MO;14;2;;14;47,62;38,1;14;14;14;14;14;15;14;14;5,85;6,13;5,39;524,1;10;4;32;0,78;0,95;0,89;2;1;5;0,6;1;0,53;543;293;1648;54,3;73,25;51,5;272;330;6,5;7;6;5,5;5,5;7,5;0;0;5,5;6,5;5,5;5;5;6,5;0;0;0;0;0;6;6;8;5;5;5,5;6;5;4,5;4,5;5;5;5;4,5;4,5;4,5;4,5;5;0;4,5;4,5;3;;;2;;2;10;8;8;0,7443;338;10;5;61,76;4;;;13;22;33;27;3;4;82;24;24;3;;-1;;-4;;11;149,7;-52,25;2,49;5;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Zielinski Piotr;MO;19;-1;;31;90,48;61,9;28;31;35;55;28;30;28;30;5,8;0;5,72;468,8;15;0;37;1,01;0;0,9;2;0;2;0,87;0;0,78;1108;0;2496;73,87;0;67,46;554;1248;7;9,5;0;5;5;5,5;4,5;5,5;5,5;6;4,5;7,5;7,5;5;7;7;5,5;6;6;5,5;7,5;6;5,5;5,5;5;6;5;0;3,5;6,5;5,5;5;6;5;6;5;7;6;6,5;5;5,5;1;;1;2;4;17;10;7;0,8617;833;8;14;48,19;8;;;21;28;18;15;10;13;151;33;33;8;;2;;8;1;11;159;-65,13;-1,57;7;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
Harroui Abdou;MD;7;-1;;9;23,81;9,52;9;10;12;12;9;10;10;10;5,75;4,5;5,37;234,5;4;1;15;1,19;0;0,83;2;0;3;0,75;0;0,4;270;13;620;67,5;13;41,33;135;207;6,5;3,5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;5;7;6,5;5;5;0;0;5;0;5,5;0;5,5;7;5;5,5;0;5;0;0;4,5;4,5;0;0;0;0;0,5;1;;;;;9;5;1;0,9265;152;2;5;45,45;5;;;5;8;2;2;;5;26;3;3;2;;-1;;-2;3;7;174,75;-88,25;-2,55;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Banda Lameck;MO;13;3;;13;66,67;33,33;13;13;13;13;13;13;16;16;5,75;5,69;5,17;442,75;12;8;33;0,92;1;0,85;2;2;3;0,92;0,88;0,61;889;578;1630;74,08;72,25;49,39;445;543;6,5;6,5;6,5;7;6;4;6,5;5,5;5;5;0;0;0;0;5;6;7;5,5;6,5;5,5;0;5;5;5;5;4;5;5;3,5;0;4,5;5;4;4,5;5;5;5;5;5;5;4;;;1;4;5;31;25;5;0,804;481;3;15;45,12;22;;;23;24;30;24;2;10;137;19;19;19;;1;;2;3;42;166,88;-75,93;0,78;5;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Dumfries Denzel;DL;13;0;;22;90,48;90,48;20;25;20;26;20;24;21;24;5,65;0;5,33;479,38;13;0;32;0,83;0;0,79;2;0;2;0,92;0;0,75;938;0;2076;72,15;0;64,88;469;1038;5;6,5;0;0;6;5;6;4,5;5;6;4,5;6;5;0;5,5;6;7;7;6;5;4,5;0;6;5,5;5,5;5;4,5;5,5;4,5;4;6;6;4;5,5;5;0;5,5;0;0;4;7;;;;3;3;13;7;8;0,7531;551;6;9;52,48;14;;;11;15;24;15;10;6;134;20;20;8;;9;;25;4;17;190;-129,81;-15,48;6;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Tomori Fikayo;DC;15;0;;21;80,95;80,95;21;23;18;19;20;22;25;30;5,57;5,63;5,5;467,73;15;12;33;0,84;0,8;0,85;2;2;2;1;1;1;1321;1080;2802;88,07;90;84,91;661;1401;6,5;7,5;5,5;4,5;7;6;4,5;5,5;4,5;5,5;6;6;6,5;6;0;4;6;6;6;6;6;5;6;0;5;6,5;0;6;6,5;3;5;6;6;5,5;0;0;0;4,5;5;4,5;8;;;;;;8;6;1;0,9054;1234;17;19;58,24;16;;;47;28;2;2;40;11;104;1;1;;;7;;15;;5;167,7;-107,93;-8,2;5,25;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Reijnders Tijjani;MD;18;2;;22;76,19;33,33;21;26;18;20;21;23;23;27;5,56;5,56;5,56;450,88;16;16;16;0,85;0,85;0,85;2;2;2;1;1;1;1349;1349;1349;84,31;84,31;84,31;675;675;6,5;9;7;5;6;6;6,5;4,5;5;5;5,5;6;5;5,5;4;5;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;1;1;23;12;6;0,9056;848;8;10;47,17;10;;;22;44;11;9;13;13;120;17;17;20;;6;;11;3;26;165,06;-88,87;-5,3;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Buongiorno Alessandro;DC;12;1;;13;95,24;95,24;13;16;14;16;13;16;14;14;5,54;5,79;5,41;482,23;13;7;35;1,36;1,47;1,09;2;1;3;1;1;0,94;1107;630;2922;85,15;90;83,49;554;974;7;6;5;6;7;3,5;5;6;8;0;0;0;5;5,5;7;5,5;3;5,5;5;7;6;5;5;7,5;4,5;6;5;4,5;5;5;6;6;3;5;5;5,5;5,5;6;5,5;4,5;6;;;;;;8;5;1;0,829;693;27;19;54,49;35;;;34;37;1;1;50;7;103;2;2;1;;3;;3;1;14;198,73;-150,77;-8,97;5,5;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Viola Nicolas;MO;11;3;;11;71,43;42,86;11;11;11;11;11;11;11;11;5,5;0;5,5;531,56;9;0;9;0,71;0;0,71;2;0;2;0,44;0;0,44;441;0;441;49;0;49;221;221;5,5;5,5;0;6;5,5;6;5;6;6,5;5,5;0;0;4,5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;3;13;4;12;0,7632;338;1;3;43,55;9;;;4;14;26;20;3;7;94;14;14;10;;-1;;-3;;16;149,58;-87,8;-2,2;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Fabbian Giovanni;MD;11;2;;11;9,52;9,52;11;11;;;11;11;11;11;5,43;5;5,43;455,86;7;1;7;0,79;0;0,79;2;0;2;0,29;0;0,29;159;2;159;22,71;2;22,71;80;80;6;5,5;5;0;5;7;0;5;0;0;0;0;0;0;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;5;3;2;0,585;72;2;2;55;2;;;2;3;;;2;;19;2;2;3;;4;;6;1;5;75,21;-25,79;-2,56;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Samardzic Lazar;MO;13;-2;;18;85,71;42,86;18;19;16;16;18;18;20;20;5,43;0;5,18;438,6;15;0;38;0,84;0;0,97;2;0;4;0,8;0;0,71;1067;0;2393;71,13;0;62,97;534;598;6,5;6,5;0;4,5;6,5;4,5;6;6;5;4;5;5,5;7;5;5,5;5,5;6,5;5;4,5;4;4,5;4;5;4,5;5;8;3,5;5;3,5;6;5;5;5;4,5;6;5,5;7;5,5;5;4,5;3,5;;;;2;4;28;20;9;0,8181;650;5;6;48,11;13;;;28;29;18;12;8;11;155;30;30;3;;-4;;-13;1;17;169,03;-110,4;-11,21;5,5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Pasalic Mario;MO;16;3;;22;47,62;4,76;22;22;27;30;22;22;16;16;5,39;5,38;5,33;483,86;14;13;32;0,96;1;0,83;2;2;6;0,5;0,46;0,63;640;595;1546;45,71;45,77;48,31;320;258;6;8;8;5,5;5,5;5,5;5;4,5;5,5;5,5;4,5;5;4;6,5;5;0;0;5,5;5;6;7;5;4,5;5;5;7;0;5;5;4,5;5;5;0;0;0;5;5;5;0;5;1;;;;1;;11;10;3;0,7454;381;1;4;54,69;3;;;16;19;3;3;14;11;76;7;7;7;;2;;7;1;14;97,57;-44,02;-1,19;5;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Zaccagni Mattia;MO;17;0;;24;85,71;23,81;22;27;26;34;20;25;27;27;5,39;6;5,6;436,57;14;2;36;0,88;1,41;1,03;2;1;7;0,86;1;0,89;991;147;2747;70,79;73,5;76,31;496;392;6,5;8,5;5;7;0;4;0;5,5;4,5;5,5;6;5;7;5,5;4,5;5;6;5;5;5;6;5;4,5;7;5;4,5;6;7,5;7;7;6;5;5;0;4,5;5;5;8;7;6,5;3;;;;;1;20;13;9;0,8457;712;12;13;54,17;17;;;13;21;26;21;4;12;147;14;14;24;;-2;;-3;1;28;115,79;-57,09;0,69;5,75;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Aouar Houssem;MO;9;-3;;19;57,14;9,52;19;22;20;22;24;24;14;14;5,33;0;5,26;393,33;9;0;19;0,61;0;0,51;2;0;2;0,56;0;0,26;420;0;593;46,67;0;31,21;210;297;6;4,5;0;0;0;0;0;5,5;4,5;5;6,5;5;5;0;0;5;6;5,5;0;5,5;0;5;0;4,5;0;5,5;0;5;5;0;6;0;0;0;5,5;0;5;0;0;5;2;;;;;;7;6;7;0,8093;274;4;9;47,46;6;;;9;16;3;2;1;4;56;8;8;8;;;;1;1;5;117,06;-71,33;-4,42;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Pereyra Roberto;MO;14;2;;14;71,43;23,81;14;15;16;16;14;14;14;14;5,33;6;5,08;499,17;12;3;31;1,13;2;1,14;2;1;6;0,75;1;0,87;762;246;2301;63,5;82;74,23;381;384;5,5;7;8;4;6;0;5;5,5;5;6,5;5,5;4;4,5;5,5;4,5;0;0;0;4;4;5;4;6,5;4,5;4;5;2,5;0;4;7,5;6;5;5,5;5;5;0;0;0;4,5;5;4,5;1;;;2;2;14;8;4;0,8329;371;2;3;40;9;;;27;21;12;6;4;11;90;13;13;14;;-2;;-8;3;19;123,54;-69,13;-0,93;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Vecino Matías;MD;12;0;;;23,81;;25;30;25;30;14;14;16;17;5,29;0;5,27;423,92;12;0;30;0,5;0;0,65;2;0;3;0,08;0;0,3;303;0;1174;25,25;0;39,13;152;391;6;6;0;5;5;5;5;0;5,5;5;6;5;6,5;5,5;0;0;5;5;6;6;5,5;0;0;5,5;4;4,5;0;5;5;0;6;7;4,5;6;5;5,5;5;0;5;4,5;1;;;;;;12;7;1;0,7721;228;4;4;40,48;8;;;5;9;2;2;5;4;43;;;;;1;;2;2;9;66,63;-31,17;-2,38;5,25;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Cristante Bryan;MD;10;-1;;16;90,48;76,19;15;16;11;11;15;16;22;28;5,28;5,28;5,28;464,56;16;16;37;1,3;1,3;0,98;2;2;2;1;1;0,95;1440;1440;3141;90;90;84,89;720;1571;6;5;3,5;6;5,5;4,5;6;5,5;3,5;5,5;5;6;6;5;9;4,5;4;5;5,5;4,5;5;5,5;4,5;4,5;5,5;4;6;6;0;5;0;6;4,5;6;5;6,5;5;5;6;5;3,5;;;1;2;3;22;6;2;0,8064;1084;14;16;50;34;;;52;47;7;6;25;17;189;13;13;11;;2;;9;2;12;201,72;-153,34;-17,56;5;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Hernández Théo;DL;19;1;;28;90,48;66,67;24;30;22;23;22;27;38;44;5,27;5,7;5,25;465,38;13;5;32;1,44;1,57;1,15;2;1;4;1;1;1;1161;450;2781;89,31;90;86,91;581;695;6;9,5;6;4;6;8;4,5;0;4,5;0;5;5;6;0;2;5;6,5;6;5;5,5;5;5;7;0;5;6;0;6;5,5;0;4,5;6;6;5;6,5;5;3;0;3,5;5;5;1;;;1;3;16;7;7;0,8653;965;12;6;56,57;15;;;33;35;20;15;13;15;140;19;19;9;;7;;12;2;14;202,88;-172,15;-19,04;4,75;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Matheus Henrique;MD;12;4;;13;33,33;23,81;12;15;12;12;15;20;12;12;5,27;5,13;5,48;413,64;11;4;32;1,03;1,49;0,83;2;2;6;1;1;0,88;982;360;2450;89,27;90;76,56;491;408;5,5;6;3;5,5;5,5;6,5;0;0;0;0;0;4,5;5,5;7;5;5,5;5;5;5;7;5;6;5;5;6;4;5,5;5;5,5;6;5,5;5,5;6,5;5,5;6,5;6;6,5;5;0;0;;;;;1;;9;8;4;0,875;539;7;10;53,16;5;;;29;19;4;4;11;18;82;12;12;10;;-2;1;-3;2;11;166,64;-123,41;-8,71;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Mazzitelli Luca;MD;7;-3;;16;61,9;19,05;16;17;18;18;14;15;17;17;5,23;0;5,23;416,82;11;0;11;1,08;0;1,08;2;0;2;1;0;1;911;0;911;82,82;0;82,82;456;456;7,5;3,5;0;0;0;0;5;4;0;5;6;4;5;6;7,5;5;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;;;;;;20;11;6;0,7965;709;5;13;48,21;18;;;18;31;13;12;24;12;142;2;2;13;;;;-2;;10;176,27;-136,55;-16,67;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Dossena Alberto;DC;13;3;;14;80,95;52,38;13;19;13;13;16;19;19;19;5,22;5,22;5,22;482,63;16;16;16;1,24;1,24;1,24;2;2;2;0,94;0,94;0,94;1356;1356;1356;84,75;84,75;84,75;678;678;7;6,5;4;5;7;7;7;6;4,5;6,5;5;3;3,5;4,5;5,5;4,5;5;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;1;1;9;3;1;0,8378;816;26;21;60,4;15;;;67;40;;;86;23;106;3;3;6;;-6;1;-13;2;6;190,89;-168,62;-13,06;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Elmas Eljif;MO;15;1;;25;52,38;4,76;25;25;16;16;25;25;15;15;5,18;0;5,42;425,45;11;0;33;0,68;0;0,72;2;0;5;0,36;0;0,42;333;0;1420;30,27;0;43,03;167;284;6;7,5;0;5;4;6,5;5;6;5;0;0;0;5;5;4,5;0;5,5;5,5;6;0;5,5;4,5;5,5;4,5;5;6;5,5;5,5;5;4,5;6;5;5,5;6;7;5;5;6;7;6,5;;;;;;;6;6;2;0,9001;260;1;3;38,64;7;;;4;8;5;4;7;5;44;6;6;6;;2;;5;;8;75,05;-40,78;0,48;5;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
De Ketelaere Charles;MO;13;2;;18;33,33;9,52;18;19;16;24;18;19;13;13;5,17;5,63;5;469,6;15;4;34;0,96;1,44;0,69;2;1;2;0,6;0,75;0,38;821;246;1345;54,73;61,5;39,56;411;673;6;6,5;7,5;6;4,5;4,5;0;5;5;4,5;4;5;4,5;6;4;6;5;6;5;0;5;4,5;0;5;4,5;5;5;5;5;5;5;5,5;5;5;5;0;4;5;0;4,5;2,5;;;;4;5;21;12;14;0,7502;489;1;6;51,41;11;;;6;17;14;12;2;9;146;19;19;22;;2;;9;3;36;114,57;-61,1;-0,35;0;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Brescianini Marco;MD;11;1;;11;9,52;4,76;11;11;;;11;11;11;11;5,13;5,19;5,13;445,13;15;13;15;0,67;0,69;0,67;2;2;2;0,33;0,38;0,33;661;630;661;44,07;48,46;44,07;331;331;6;5,5;6;5,5;6;6;4,5;5;6;4,5;5;4;5;4,5;5,5;0;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;;1;1;1;2;10;8;5;0,7635;372;2;6;41,77;15;;;13;17;5;3;11;14;76;6;6;12;;-2;;-5;;12;90,47;-65,13;-6,86;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Monterisi Ilario;DC;11;2;;11;47,62;19,05;11;11;11;11;12;13;11;11;5,07;4,79;5,07;454,5;14;7;14;1,05;0,99;1,05;2;1;2;0,79;0,71;0,79;1039;543;1039;74,21;77,57;74,21;520;520;6;5,5;5;6;3,5;6;4;5;4;0;6;5;5;0;5;5;7,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;4;3;4;0,8007;845;6;10;65,35;3;;;29;29;4;3;46;19;139;3;3;3;;-1;;-4;1;4;148,71;-149,25;-17,59;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
